Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2011,Beek en Donk,,,,,,,,,,,,,
2012,Beek en Donk,,,,,,,,,,,,,
2013,Beek en Donk,,,,,,,,,,,,,
2014,Beek en Donk,,,,,,,,,,,,,
2015,Beek en Donk,,,,,,,,,,,,,
2016,Beek en Donk,,,,,,,,,,,,,
2017,Beek en Donk,,,,,,,,,,,,,
2008,Beekdaelen,,,,,,,,,,,,,
2009,Beekdaelen,,,,,,,,,,,,,
2010,Beekdaelen,,,,,,,,,,,,,
2011,Beekdaelen,,,,,,,,,,,,,
2012,Beekdaelen,,,,,,,,,,,,,
2013,Beekdaelen,,,,,,,,,,,,,
2014,Beekdaelen,,,,,,,,,,,,,
2015,Beekdaelen,,,,,,,,,,,,,
2016,Beekdaelen,,,,,,,,,,,,,
2017,Beekdaelen,,,,,,,,,,,,,
2008,Beemster,8474,4261,4213,,,,,,,,,,
2009,Beemster,8564,4291,4273,,,,,,,,,,
2010,Beemster,8584,4294,4290,,,,,,,,,,
2011,Beemster,8573,4294,4279,,,,,,,,,,
2012,Beemster,8719,4360,4359,,,,,,,,,,
2013,Beemster,8785,4394,4391,,,,,,,,,,
2014,Beemster,8910,4454,4456,,,,,,,,,,
2015,Beemster,8903,4449,4454,,,,,,,,,,
2016,Beemster,8958,4469,4489,,,,,,,,,,
2017,Beemster,9205,4580,4625,,,,,,,,,,
2008,Beesel,13643,6844,6799,,,,,,,,,,
2009,Beesel,13795,6928,6867,,,,,,,,,,
2010,Beesel,13902,6997,6905,,,,,,,,,,
2011,Beesel,13844,6983,6861,,,,,,,,,,
2012,Beesel,13742,6920,6822,,,,,,,,,,
2013,Beesel,13688,6882,6806,,,,,,,,,,
2014,Beesel,13617,6863,6754,,,,,,,,,,
2015,Beesel,13511,6809,6702,,,,,,,,,,
2016,Beesel,13388,6738,6650,,,,,,,,,,
2017,Beesel,13405,6768,6637,,,,,,,,,,
2008,Beilen,,,,,,,,,,,,,
2009,Beilen,,,,,,,,,,,,,
2010,Beilen,,,,,,,,,,,,,
2011,Beilen,,,,,,,,,,,,,
2012,Beilen,,,,,,,,,,,,,
2013,Beilen,,,,,,,,,,,,,
2014,Beilen,,,,,,,,,,,,,
2015,Beilen,,,,,,,,,,,,,
2016,Beilen,,,,,,,,,,,,,
2017,Beilen,,,,,,,,,,,,,
2008,Belfeld,,,,,,,,,,,,,
2009,Belfeld,,,,,,,,,,,,,
2010,Belfeld,,,,,,,,,,,,,
2011,Belfeld,,,,,,,,,,,,,
2012,Belfeld,,,,,,,,,,,,,
2013,Belfeld,,,,,,,,,,,,,
2014,Belfeld,,,,,,,,,,,,,
2015,Belfeld,,,,,,,,,,,,,
2016,Belfeld,,,,,,,,,,,,,
2017,Belfeld,,,,,,,,,,,,,
2008,Bellingwedde,9497,4728,4769,,,,,,,,,,
2009,Bellingwedde,9270,4617,4653,,,,,,,,,,
2010,Bellingwedde,9261,4640,4621,,,,,,,,,,
2011,Bellingwedde,9402,4738,4664,,,,,,,,,,
2012,Bellingwedde,9283,4645,4638,,,,,,,,,,
2013,Bellingwedde,8985,4490,4495,,,,,,,,,,
2014,Bellingwedde,8920,4449,4471,,,,,,,,,,
2015,Bellingwedde,9154,4615,4539,,,,,,,,,,
2016,Bellingwedde,8971,4537,4434,,,,,,,,,,
2017,Bellingwedde,8919,4534,4385,,,,,,,,,,
2008,Bemmel,,,,,,,,,,,,,
2009,Bemmel,,,,,,,,,,,,,
2010,Bemmel,,,,,,,,,,,,,
2011,Bemmel,,,,,,,,,,,,,
2012,Bemmel,,,,,,,,,,,,,
2013,Bemmel,,,,,,,,,,,,,
2014,Bemmel,,,,,,,,,,,,,
2015,Bemmel,,,,,,,,,,,,,
2016,Bemmel,,,,,,,,,,,,,
2017,Bemmel,,,,,,,,,,,,,
2008,Bennebroek,5094,2409,2685,,,,,,,,,,
2009,Bennebroek,,,,,,,,,,,,,
2010,Bennebroek,,,,,,,,,,,,,
2011,Bennebroek,,,,,,,,,,,,,
2012,Bennebroek,,,,,,,,,,,,,
2013,Bennebroek,,,,,,,,,,,,,
2014,Bennebroek,,,,,,,,,,,,,
2015,Bennebroek,,,,,,,,,,,,,
2016,Bennebroek,,,,,,,,,,,,,
2017,Bennebroek,,,,,,,,,,,,,
2008,Berg en Dal,,,,,,,,,,,,,
2009,Berg en Dal,,,,,,,,,,,,,
2010,Berg en Dal,,,,,,,,,,,,,
2011,Berg en Dal,,,,,,,,,,,,,
2012,Berg en Dal,,,,,,,,,,,,,
2013,Berg en Dal,,,,,,,,,,,,,
2014,Berg en Dal,,,,,,,,,,,,,
2015,Berg en Dal,,,,,,,,,,,,,
2016,Berg en Dal,34574,17190,17384,,,,,,,,,,
2017,Berg en Dal,34764,17303,17461,,,,,,,,,,
2008,Bergambacht,9517,4714,4803,,,,,,,,,,
2009,Bergambacht,9649,4778,4871,,,,,,,,,,
2010,Bergambacht,9729,4806,4923,,,,,,,,,,
2011,Bergambacht,9801,4843,4958,,,,,,,,,,
2012,Bergambacht,9908,4888,5020,,,,,,,,,,
2013,Bergambacht,9938,4892,5046,,,,,,,,,,
2014,Bergambacht,9970,4932,5038,,,,,,,,,,
2015,Bergambacht,,,,,,,,,,,,,
2016,Bergambacht,,,,,,,,,,,,,
2017,Bergambacht,,,,,,,,,,,,,
2008,Bergeijk,18099,9149,8950,,,,,,,,,,
2009,Bergeijk,18087,9167,8920,,,,,,,,,,
2010,Bergeijk,18061,9150,8911,,,,,,,,,,
2011,Bergeijk,18073,9173,8900,,,,,,,,,,
2012,Bergeijk,18123,9187,8936,,,,,,,,,,
2013,Bergeijk,18191,9216,8975,,,,,,,,,,
2014,Bergeijk,18256,9255,9001,,,,,,,,,,
2015,Bergeijk,18209,9245,8964,,,,,,,,,,
2016,Bergeijk,18253,9268,8985,,,,,,,,,,
2017,Bergeijk,18342,9339,9003,,,,,,,,,,
2008,Bergen (L.),13499,6742,6757,,,,,,,,,,
2009,Bergen (L.),13402,6698,6704,,,,,,,,,,
2010,Bergen (L.),13391,6701,6690,,,,,,,,,,
2011,Bergen (L.),13350,6682,6668,,,,,,,,,,
2012,Bergen (L.),13286,6658,6628,,,,,,,,,,
2013,Bergen (L.),13275,6656,6619,,,,,,,,,,
2014,Bergen (L.),13237,6642,6595,,,,,,,,,,
2015,Bergen (L.),13152,6581,6571,,,,,,,,,,
2016,Bergen (L.),13090,6514,6576,,,,,,,,,,
2017,Bergen (L.),13095,6532,6563,,,,,,,,,,
2008,Bergen (NH.),31220,15088,16132,,,,,,,,,,
2009,Bergen (NH.),31154,15078,16076,,,,,,,,,,
2010,Bergen (NH.),30985,15020,15965,,,,,,,,,,
2011,Bergen (NH.),30868,15000,15868,,,,,,,,,,
2012,Bergen (NH.),30682,14870,15812,,,,,,,,,,
2013,Bergen (NH.),30333,14681,15652,,,,,,,,,,
2014,Bergen (NH.),30076,14554,15522,,,,,,,,,,
2015,Bergen (NH.),30005,14494,15511,,,,,,,,,,
2016,Bergen (NH.),29943,14469,15474,,,,,,,,,,
2017,Bergen (NH.),29844,14385,15459,,,,,,,,,,
2008,Bergen op Zoom,65242,32175,33067,,,,,,,,,,
2009,Bergen op Zoom,65582,32349,33233,,,,,,,,,,
2010,Bergen op Zoom,65845,32516,33329,,,,,,,,,,
2011,Bergen op Zoom,66074,32639,33435,,,,,,,,,,
2012,Bergen op Zoom,66130,32662,33468,,,,,,,,,,
2013,Bergen op Zoom,66287,32744,33543,,,,,,,,,,
2014,Bergen op Zoom,66419,32881,33538,,,,,,,,,,
2015,Bergen op Zoom,66320,32801,33519,,,,,,,,,,
2016,Bergen op Zoom,66237,32775,33462,,,,,,,,,,
2017,Bergen op Zoom,66164,32745,33419,,,,,,,,,,
2008,Bergeyk,,,,,,,,,,,,,
2009,Bergeyk,,,,,,,,,,,,,
2010,Bergeyk,,,,,,,,,,,,,
2011,Bergeyk,,,,,,,,,,,,,
2012,Bergeyk,,,,,,,,,,,,,
2013,Bergeyk,,,,,,,,,,,,,
2014,Bergeyk,,,,,,,,,,,,,
2015,Bergeyk,,,,,,,,,,,,,
2016,Bergeyk,,,,,,,,,,,,,
2017,Bergeyk,,,,,,,,,,,,,
2008,Bergh,,,,,,,,,,,,,
2009,Bergh,,,,,,,,,,,,,
2010,Bergh,,,,,,,,,,,,,
2011,Bergh,,,,,,,,,,,,,
2012,Bergh,,,,,,,,,,,,,
2013,Bergh,,,,,,,,,,,,,
2014,Bergh,,,,,,,,,,,,,
2015,Bergh,,,,,,,,,,,,,
2016,Bergh,,,,,,,,,,,,,
2017,Bergh,,,,,,,,,,,,,
2008,Bergschenhoek,,,,,,,,,,,,,
2009,Bergschenhoek,,,,,,,,,,,,,
2010,Bergschenhoek,,,,,,,,,,,,,
2011,Bergschenhoek,,,,,,,,,,,,,
2012,Bergschenhoek,,,,,,,,,,,,,
2013,Bergschenhoek,,,,,,,,,,,,,
2014,Bergschenhoek,,,,,,,,,,,,,
2015,Bergschenhoek,,,,,,,,,,,,,
2016,Bergschenhoek,,,,,,,,,,,,,
2017,Bergschenhoek,,,,,,,,,,,,,
2008,Berkel en Rodenrijs,,,,,,,,,,,,,
2009,Berkel en Rodenrijs,,,,,,,,,,,,,
2010,Berkel en Rodenrijs,,,,,,,,,,,,,
2011,Berkel en Rodenrijs,,,,,,,,,,,,,
2012,Berkel en Rodenrijs,,,,,,,,,,,,,
2013,Berkel en Rodenrijs,,,,,,,,,,,,,
2014,Berkel en Rodenrijs,,,,,,,,,,,,,
2015,Berkel en Rodenrijs,,,,,,,,,,,,,
2016,Berkel en Rodenrijs,,,,,,,,,,,,,
2017,Berkel en Rodenrijs,,,,,,,,,,,,,
2008,Berkel-Enschot,,,,,,,,,,,,,
2009,Berkel-Enschot,,,,,,,,,,,,,
2010,Berkel-Enschot,,,,,,,,,,,,,
2011,Berkel-Enschot,,,,,,,,,,,,,
2012,Berkel-Enschot,,,,,,,,,,,,,
2013,Berkel-Enschot,,,,,,,,,,,,,
2014,Berkel-Enschot,,,,,,,,,,,,,
2015,Berkel-Enschot,,,,,,,,,,,,,
2016,Berkel-Enschot,,,,,,,,,,,,,
2017,Berkel-Enschot,,,,,,,,,,,,,
2008,Berkelland,45150,22756,22394,,,,,,,,,,
2009,Berkelland,45142,22752,22390,,,,,,,,,,
2010,Berkelland,44978,22647,22331,,,,,,,,,,
2011,Berkelland,44863,22546,22317,,,,,,,,,,
2012,Berkelland,44911,22622,22289,,,,,,,,,,
2013,Berkelland,44769,22533,22236,,,,,,,,,,
2014,Berkelland,44666,22469,22197,,,,,,,,,,
2015,Berkelland,44364,22302,22062,,,,,,,,,,
2016,Berkelland,44437,22324,22113,,,,,,,,,,
2017,Berkelland,44238,22224,22014,,,,,,,,,,
2008,Berlicum,,,,,,,,,,,,,
2009,Berlicum,,,,,,,,,,,,,
2010,Berlicum,,,,,,,,,,,,,
2011,Berlicum,,,,,,,,,,,,,
2012,Berlicum,,,,,,,,,,,,,
2013,Berlicum,,,,,,,,,,,,,
2014,Berlicum,,,,,,,,,,,,,
2015,Berlicum,,,,,,,,,,,,,
2016,Berlicum,,,,,,,,,,,,,
2017,Berlicum,,,,,,,,,,,,,
2008,Bernheze,29663,14968,14695,,,,,,,,,,
2009,Bernheze,29615,14924,14691,,,,,,,,,,
2010,Bernheze,29655,14931,14724,,,,,,,,,,
2011,Bernheze,29728,14961,14767,,,,,,,,,,
2012,Bernheze,29802,15023,14779,,,,,,,,,,
2013,Bernheze,29775,15039,14736,,,,,,,,,,
2014,Bernheze,29690,14962,14728,,,,,,,,,,
2015,Bernheze,29729,15011,14718,,,,,,,,,,
2016,Bernheze,29880,15081,14799,,,,,,,,,,
2017,Bernheze,30252,15258,14994,,,,,,,,,,
2008,Bernisse,12540,6303,6237,,,,,,,,,,
2009,Bernisse,12545,6305,6240,,,,,,,,,,
2010,Bernisse,12455,6266,6189,,,,,,,,,,
2011,Bernisse,12404,6235,6169,,,,,,,,,,
2012,Bernisse,12426,6244,6182,,,,,,,,,,
2013,Bernisse,12398,6212,6186,,,,,,,,,,
2014,Bernisse,12368,6166,6202,,,,,,,,,,
2015,Bernisse,,,,,,,,,,,,,
2016,Bernisse,,,,,,,,,,,,,
2017,Bernisse,,,,,,,,,,,,,
2008,Best,29089,14541,14548,,,,,,,,,,
2009,Best,29017,14482,14535,,,,,,,,,,
2010,Best,28953,14455,14498,,,,,,,,,,
2011,Best,28810,14387,14423,,,,,,,,,,
2012,Best,28696,14357,14339,,,,,,,,,,
2013,Best,28637,14352,14285,,,,,,,,,,
2014,Best,28617,14338,14279,,,,,,,,,,
2015,Best,28737,14416,14321,,,,,,,,,,
2016,Best,28976,14538,14438,,,,,,,,,,
2017,Best,29180,14613,14567,,,,,,,,,,
2008,Beuningen,25321,12691,12630,,,,,,,,,,
2009,Beuningen,25304,12682,12622,,,,,,,,,,
2010,Beuningen,25481,12754,12727,,,,,,,,,,
2011,Beuningen,25507,12739,12768,,,,,,,,,,
2012,Beuningen,25433,12686,12747,,,,,,,,,,
2013,Beuningen,25324,12633,12691,,,,,,,,,,
2014,Beuningen,25288,12630,12658,,,,,,,,,,
2015,Beuningen,25282,12651,12631,,,,,,,,,,
2016,Beuningen,25289,12629,12660,,,,,,,,,,
2017,Beuningen,25424,12697,12727,,,,,,,,,,
2008,Beverwijk,37347,18357,18990,,,,,,,,,,
2009,Beverwijk,38284,18906,19378,,,,,,,,,,
2010,Beverwijk,38883,19209,19674,,,,,,,,,,
2011,Beverwijk,39329,19407,19922,,,,,,,,,,
2012,Beverwijk,39844,19719,20125,,,,,,,,,,
2013,Beverwijk,40070,19861,20209,,,,,,,,,,
2014,Beverwijk,40093,19854,20239,,,,,,,,,,
2015,Beverwijk,40182,19920,20262,,,,,,,,,,
2016,Beverwijk,40318,20029,20289,,,,,,,,,,
2017,Beverwijk,40709,20322,20387,,,,,,,,,,
2008,het Bildt,10933,5575,5358,,,,,,,,,,
2009,het Bildt,10887,5586,5301,,,,,,,,,,
2010,het Bildt,10908,5595,5313,,,,,,,,,,
2011,het Bildt,10937,5614,5323,,,,,,,,,,
2012,het Bildt,10798,5537,5261,,,,,,,,,,
2013,het Bildt,10646,5438,5208,,,,,,,,,,
2014,het Bildt,10626,5436,5190,,,,,,,,,,
2015,het Bildt,10592,5412,5180,,,,,,,,,,
2016,het Bildt,10525,5338,5187,,,,,,,,,,
2017,het Bildt,10493,5335,5158,,,,,,,,,,
2008,De Bilt,41998,19913,22085,,,,,,,,,,
2009,De Bilt,41984,19956,22028,,,,,,,,,,
2010,De Bilt,42017,19936,22081,,,,,,,,,,
2011,De Bilt,42049,19954,22095,,,,,,,,,,
2012,De Bilt,42079,19981,22098,,,,,,,,,,
2013,De Bilt,42032,19992,22040,,,,,,,,,,
2014,De Bilt,42036,20013,22023,,,,,,,,,,
2015,De Bilt,42169,20102,22067,,,,,,,,,,
2016,De Bilt,42375,20225,22150,,,,,,,,,,
2017,De Bilt,42754,20434,22320,,,,,,,,,,
2008,Binnenmaas,28797,14308,14489,,,,,,,,,,
2009,Binnenmaas,28862,14327,14535,,,,,,,,,,
2010,Binnenmaas,28926,14349,14577,,,,,,,,,,
2011,Binnenmaas,28967,14369,14598,,,,,,,,,,
2012,Binnenmaas,28962,14333,14629,,,,,,,,,,
2013,Binnenmaas,28964,14380,14584,,,,,,,,,,
2014,Binnenmaas,28710,14214,14496,,,,,,,,,,
2015,Binnenmaas,28656,14180,14476,,,,,,,,,,
2016,Binnenmaas,28771,14263,14508,,,,,,,,,,
2017,Binnenmaas,29122,14439,14683,,,,,,,,,,
2008,Bladel,19114,9700,9414,,,,,,,,,,
2009,Bladel,19129,9691,9438,,,,,,,,,,
2010,Bladel,19177,9737,9440,,,,,,,,,,
2011,Bladel,19386,9880,9506,,,,,,,,,,
2012,Bladel,19582,9967,9615,,,,,,,,,,
2013,Bladel,19635,9972,9663,,,,,,,,,,
2014,Bladel,19834,10055,9779,,,,,,,,,,
2015,Bladel,19869,10083,9786,,,,,,,,,,
2016,Bladel,19966,10133,9833,,,,,,,,,,
2017,Bladel,20063,10177,9886,,,,,,,,,,
2008,Bladel en Netersel,,,,,,,,,,,,,
2009,Bladel en Netersel,,,,,,,,,,,,,
2010,Bladel en Netersel,,,,,,,,,,,,,
2011,Bladel en Netersel,,,,,,,,,,,,,
2012,Bladel en Netersel,,,,,,,,,,,,,
2013,Bladel en Netersel,,,,,,,,,,,,,
2014,Bladel en Netersel,,,,,,,,,,,,,
2015,Bladel en Netersel,,,,,,,,,,,,,
2016,Bladel en Netersel,,,,,,,,,,,,,
2017,Bladel en Netersel,,,,,,,,,,,,,
2008,Blaricum,9036,4358,4678,,,,,,,,,,
2009,Blaricum,8987,4331,4656,,,,,,,,,,
2010,Blaricum,8955,4326,4629,,,,,,,,,,
2011,Blaricum,8959,4331,4628,,,,,,,,,,
2012,Blaricum,9038,4368,4670,,,,,,,,,,
2013,Blaricum,9107,4392,4715,,,,,,,,,,
2014,Blaricum,9094,4395,4699,,,,,,,,,,
2015,Blaricum,9312,4489,4823,,,,,,,,,,
2016,Blaricum,9622,4658,4964,,,,,,,,,,
2017,Blaricum,10201,4963,5238,,,,,,,,,,
2008,Bleiswijk,,,,,,,,,,,,,
2009,Bleiswijk,,,,,,,,,,,,,
2010,Bleiswijk,,,,,,,,,,,,,
2011,Bleiswijk,,,,,,,,,,,,,
2012,Bleiswijk,,,,,,,,,,,,,
2013,Bleiswijk,,,,,,,,,,,,,
2014,Bleiswijk,,,,,,,,,,,,,
2015,Bleiswijk,,,,,,,,,,,,,
2016,Bleiswijk,,,,,,,,,,,,,
2017,Bleiswijk,,,,,,,,,,,,,
2008,Bloemendaal,16873,7930,8943,,,,,,,,,,
2009,Bloemendaal,22069,10402,11667,,,,,,,,,,
2010,Bloemendaal,22023,10406,11617,,,,,,,,,,
2011,Bloemendaal,22039,10455,11584,,,,,,,,,,
2012,Bloemendaal,22056,10494,11562,,,,,,,,,,
2013,Bloemendaal,22195,10536,11659,,,,,,,,,,
2014,Bloemendaal,22059,10489,11570,,,,,,,,,,
2015,Bloemendaal,22256,10598,11658,,,,,,,,,,
2016,Bloemendaal,22296,10692,11604,,,,,,,,,,
2017,Bloemendaal,22826,10985,11841,,,,,,,,,,
2008,Boarnsterhim,19270,9668,9602,,,,,,,,,,
2009,Boarnsterhim,19306,9727,9579,,,,,,,,,,
2010,Boarnsterhim,19357,9766,9591,,,,,,,,,,
2011,Boarnsterhim,19298,9702,9596,,,,,,,,,,
2012,Boarnsterhim,19380,9721,9659,,,,,,,,,,
2013,Boarnsterhim,19505,9779,9726,,,,,,,,,,
2014,Boarnsterhim,,,,,,,,,,,,,
2015,Boarnsterhim,,,,,,,,,,,,,
2016,Boarnsterhim,,,,,,,,,,,,,
2017,Boarnsterhim,,,,,,,,,,,,,
2008,Bodegraven,19423,9725,9698,,,,,,,,,,
2009,Bodegraven,19470,9756,9714,,,,,,,,,,
2010,Bodegraven,19447,9759,9688,,,,,,,,,,
2011,Bodegraven,,,,,,,,,,,,,
2012,Bodegraven,,,,,,,,,,,,,
2013,Bodegraven,,,,,,,,,,,,,
2014,Bodegraven,,,,,,,,,,,,,
2015,Bodegraven,,,,,,,,,,,,,
2016,Bodegraven,,,,,,,,,,,,,
2017,Bodegraven,,,,,,,,,,,,,
2008,Bodegraven-Reeuwijk,,,,,,,,,,,,,
2009,Bodegraven-Reeuwijk,,,,,,,,,,,,,
2010,Bodegraven-Reeuwijk,,,,,,,,,,,,,
2011,Bodegraven-Reeuwijk,32728,16380,16348,,,,,,,,,,
2012,Bodegraven-Reeuwijk,32834,16439,16395,,,,,,,,,,
2013,Bodegraven-Reeuwijk,32817,16391,16426,,,,,,,,,,
2014,Bodegraven-Reeuwijk,32910,16408,16502,,,,,,,,,,
2015,Bodegraven-Reeuwijk,33208,16564,16644,,,,,,,,,,
2016,Bodegraven-Reeuwijk,33451,16730,16721,,,,,,,,,,
2017,Bodegraven-Reeuwijk,33733,16901,16832,,,,,,,,,,
2008,Boekel,9646,4929,4717,,,,,,,,,,
2009,Boekel,9692,4943,4749,,,,,,,,,,
2010,Boekel,9772,4969,4803,,,,,,,,,,
2011,Boekel,9865,5040,4825,,,,,,,,,,
2012,Boekel,9967,5095,4872,,,,,,,,,,
2013,Boekel,10062,5142,4920,,,,,,,,,,
2014,Boekel,10089,5162,4927,,,,,,,,,,
2015,Boekel,10119,5179,4940,,,,,,,,,,
2016,Boekel,10254,5227,5027,,,,,,,,,,
2017,Boekel,10414,5326,5088,,,,,,,,,,
2008,Ten Boer,7276,3655,3621,,,,,,,,,,
2009,Ten Boer,7447,3735,3712,,,,,,,,,,
2010,Ten Boer,7427,3726,3701,,,,,,,,,,
2011,Ten Boer,7454,3742,3712,,,,,,,,,,
2012,Ten Boer,7477,3744,3733,,,,,,,,,,
2013,Ten Boer,7500,3754,3746,,,,,,,,,,
2014,Ten Boer,7479,3730,3749,,,,,,,,,,
2015,Ten Boer,7452,3699,3753,,,,,,,,,,
2016,Ten Boer,7352,3660,3692,,,,,,,,,,
2017,Ten Boer,7288,3607,3681,,,,,,,,,,
2008,Bolsward,9730,4735,4995,,,,,,,,,,
2009,Bolsward,9823,4796,5027,,,,,,,,,,
2010,Bolsward,9905,4855,5050,,,,,,,,,,
2011,Bolsward,,,,,,,,,,,,,
2012,Bolsward,,,,,,,,,,,,,
2013,Bolsward,,,,,,,,,,,,,
2014,Bolsward,,,,,,,,,,,,,
2015,Bolsward,,,,,,,,,,,,,
2016,Bolsward,,,,,,,,,,,,,
2017,Bolsward,,,,,,,,,,,,,
2008,Borculo,,,,,,,,,,,,,
2009,Borculo,,,,,,,,,,,,,
2010,Borculo,,,,,,,,,,,,,
2011,Borculo,,,,,,,,,,,,,
2012,Borculo,,,,,,,,,,,,,
2013,Borculo,,,,,,,,,,,,,
2014,Borculo,,,,,,,,,,,,,
2015,Borculo,,,,,,,,,,,,,
2016,Borculo,,,,,,,,,,,,,
2017,Borculo,,,,,,,,,,,,,
2008,Borger,,,,,,,,,,,,,
2009,Borger,,,,,,,,,,,,,
2010,Borger,,,,,,,,,,,,,
2011,Borger,,,,,,,,,,,,,
2012,Borger,,,,,,,,,,,,,
2013,Borger,,,,,,,,,,,,,
2014,Borger,,,,,,,,,,,,,
2015,Borger,,,,,,,,,,,,,
2016,Borger,,,,,,,,,,,,,
2017,Borger,,,,,,,,,,,,,
2008,Borger-Odoorn,26201,13068,13133,,,,,,,,,,
2009,Borger-Odoorn,26151,13063,13088,,,,,,,,,,
2010,Borger-Odoorn,26072,13037,13035,,,,,,,,,,
2011,Borger-Odoorn,25941,12951,12990,,,,,,,,,,
2012,Borger-Odoorn,25859,12894,12965,,,,,,,,,,
2013,Borger-Odoorn,25662,12838,12824,,,,,,,,,,
2014,Borger-Odoorn,25627,12794,12833,,,,,,,,,,
2015,Borger-Odoorn,25502,12736,12766,,,,,,,,,,
2016,Borger-Odoorn,25371,12692,12679,,,,,,,,,,
2017,Borger-Odoorn,25355,12646,12709,,,,,,,,,,
2008,Born,,,,,,,,,,,,,
2009,Born,,,,,,,,,,,,,
2010,Born,,,,,,,,,,,,,
2011,Born,,,,,,,,,,,,,
2012,Born,,,,,,,,,,,,,
2013,Born,,,,,,,,,,,,,
2014,Born,,,,,,,,,,,,,
2015,Born,,,,,,,,,,,,,
2016,Born,,,,,,,,,,,,,
2017,Born,,,,,,,,,,,,,
2008,Borne,20764,10325,10439,,,,,,,,,,
2009,Borne,21106,10538,10568,,,,,,,,,,
2010,Borne,21330,10681,10649,,,,,,,,,,
2011,Borne,21557,10793,10764,,,,,,,,,,
2012,Borne,21586,10800,10786,,,,,,,,,,
2013,Borne,21770,10847,10923,,,,,,,,,,
2014,Borne,21884,10897,10987,,,,,,,,,,
2015,Borne,21992,10948,11044,,,,,,,,,,
2016,Borne,22343,11213,11130,,,,,,,,,,
2017,Borne,22795,11411,11384,,,,,,,,,,
2008,Borsele,22531,11424,11107,,,,,,,,,,
2009,Borsele,22551,11432,11119,,,,,,,,,,
2010,Borsele,22618,11463,11155,,,,,,,,,,
2011,Borsele,22707,11506,11201,,,,,,,,,,
2012,Borsele,22676,11491,11185,,,,,,,,,,
2013,Borsele,22683,11462,11221,,,,,,,,,,
2014,Borsele,22579,11409,11170,,,,,,,,,,
2015,Borsele,22568,11417,11151,,,,,,,,,,
2016,Borsele,22612,11443,11169,,,,,,,,,,
2017,Borsele,22688,11471,11217,,,,,,,,,,
2008,Boskoop,15217,7618,7599,,,,,,,,,,
2009,Boskoop,15133,7551,7582,,,,,,,,,,
2010,Boskoop,15090,7545,7545,,,,,,,,,,
2011,Boskoop,15045,7509,7536,,,,,,,,,,
2012,Boskoop,15087,7525,7562,,,,,,,,,,
2013,Boskoop,15195,7570,7625,,,,,,,,,,
2014,Boskoop,,,,,,,,,,,,,
2015,Boskoop,,,,,,,,,,,,,
2016,Boskoop,,,,,,,,,,,,,
2017,Boskoop,,,,,,,,,,,,,
2008,Boxmeer,28635,14267,14368,,,,,,,,,,
2009,Boxmeer,28609,14294,14315,,,,,,,,,,
2010,Boxmeer,28575,14313,14262,,,,,,,,,,
2011,Boxmeer,28582,14312,14270,,,,,,,,,,
2012,Boxmeer,28397,14192,14205,,,,,,,,,,
2013,Boxmeer,28227,14090,14137,,,,,,,,,,
2014,Boxmeer,28147,14070,14077,,,,,,,,,,
2015,Boxmeer,28342,14233,14109,,,,,,,,,,
2016,Boxmeer,28465,14349,14116,,,,,,,,,,
2017,Boxmeer,28709,14469,14240,,,,,,,,,,
2008,Boxtel,30241,14988,15253,,,,,,,,,,
2009,Boxtel,30281,15043,15238,,,,,,,,,,
2010,Boxtel,30276,15025,15251,,,,,,,,,,
2011,Boxtel,30280,15017,15263,,,,,,,,,,
2012,Boxtel,30284,14988,15296,,,,,,,,,,
2013,Boxtel,30436,15096,15340,,,,,,,,,,
2014,Boxtel,30320,15060,15260,,,,,,,,,,
2015,Boxtel,30337,15060,15277,,,,,,,,,,
2016,Boxtel,30406,15126,15280,,,,,,,,,,
2017,Boxtel,30655,15231,15424,,,,,,,,,,
2008,Brakel,,,,,,,,,,,,,
2009,Brakel,,,,,,,,,,,,,
2010,Brakel,,,,,,,,,,,,,
2011,Brakel,,,,,,,,,,,,,
2012,Brakel,,,,,,,,,,,,,
2013,Brakel,,,,,,,,,,,,,
2014,Brakel,,,,,,,,,,,,,
2015,Brakel,,,,,,,,,,,,,
2016,Brakel,,,,,,,,,,,,,
2017,Brakel,,,,,,,,,,,,,
2008,Breda,170960,83158,87802,,,,,,,,,,
